model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,6.0,132.0,73.0,227.0,18.0,8.0,130.0,61.0,380.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,11.0,122.0,67.0,204.0,49.0,2.0,127.0,69.0,481.0,37.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,5.0,125.0,76.0,472.0,15.0,3.0,151.0,90.0,237.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,11.0,153.0,83.0,43.0,17.0,5.0,147.0,45.0,297.0,42.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,4.0,100.0,96.0,243.0,36.0,10.0,117.0,35.0,32.0,13.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,8.0,173.0,33.0,428.0,44.0,12.0,119.0,92.0,350.0,11.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,7.0,111.0,91.0,152.0,33.0,5.0,142.0,52.0,280.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,10.0,144.0,88.0,482.0,25.0,10.0,116.0,60.0,329.0,34.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,8.0,142.0,77.0,409.0,36.0,11.0,154.0,82.0,121.0,43.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,6.0,106.0,61.0,267.0,29.0,2.0,166.0,43.0,326.0,30.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,3.0,163.0,53.0,273.0,12.0,3.0,114.0,87.0,292.0,15.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,3.0,177.0,69.0,36.0,23.0,8.0,118.0,49.0,356.0,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,8.0,110.0,70.0,495.0,34.0,12.0,151.0,47.0,380.0,43.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,6.0,134.0,50.0,178.0,17.0,3.0,172.0,61.0,416.0,19.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,2.0,174.0,69.0,138.0,49.0,5.0,130.0,35.0,349.0,21.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,9.0,153.0,18.0,261.0,25.0,8.0,167.0,28.0,295.0,46.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,2.0,137.0,33.0,99.0,36.0,4.0,177.0,81.0,58.0,41.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,4.0,178.0,79.0,326.0,19.0,9.0,123.0,37.0,60.0,33.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,A,9.0,93.0,74.0,304.0,15.0,9.0,108.0,61.0,276.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,security_camera,B,9.0,139.0,78.0,185.0,20.0,3.0,125.0,86.0,393.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,19.0,8.0,1.1,1767.0,7.0,16.0,5.0,0.3,1701.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,16.0,4.0,1.9,1534.0,4.0,10.0,7.0,1.6,1348.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,18.0,6.0,0.5,2175.0,10.0,17.0,9.0,1.6,2212.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,9.0,5.0,1.9,1982.0,5.0,10.0,6.0,1.0,1629.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,16.0,4.0,1.0,1274.0,9.0,21.0,8.0,0.3,2085.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,12.0,5.0,0.8,2133.0,3.0,9.0,6.0,0.9,2258.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,13.0,5.0,0.8,1344.0,8.0,16.0,6.0,1.4,1093.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,11.0,6.0,0.3,1113.0,6.0,11.0,7.0,0.3,2103.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,15.0,6.0,1.8,1973.0,10.0,21.0,5.0,1.0,1252.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,19.0,8.0,0.2,1422.0,2.0,20.0,6.0,1.8,1498.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,14.0,9.0,0.3,2349.0,5.0,19.0,3.0,1.8,2462.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,11.0,6.0,1.9,1098.0,8.0,20.0,5.0,0.6,1057.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,19.0,4.0,1.2,1752.0,2.0,20.0,7.0,2.0,980.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,21.0,7.0,1.7,2027.0,1.0,15.0,4.0,1.9,1026.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,17.0,9.0,1.6,1691.0,3.0,14.0,6.0,1.1,2205.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,12.0,7.0,1.6,1300.0,8.0,10.0,8.0,0.9,1111.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,22.0,7.0,1.1,1229.0,9.0,12.0,4.0,0.3,1500.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,14.0,3.0,0.4,953.0,6.0,14.0,8.0,0.6,1017.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,15.0,4.0,1.7,971.0,9.0,19.0,5.0,2.0,989.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,15.0,5.0,0.2,985.0,1.0,18.0,7.0,0.6,1850.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,14.0,6.0,0.7,1324.0,1.0,11.0,7.0,0.7,2195.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,12.0,3.0,0.2,1019.0,7.0,22.0,4.0,1.4,1281.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,16.0,5.0,0.5,1727.0,1.0,17.0,8.0,0.1,1176.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,16.0,4.0,0.1,1781.0,5.0,10.0,5.0,0.5,2494.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,21.0,5.0,2.0,1284.0,7.0,16.0,7.0,1.7,2133.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,20.0,4.0,0.5,1055.0,5.0,21.0,5.0,1.4,2090.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,A,18.0,4.0,1.7,1013.0,8.0,14.0,8.0,1.7,1397.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,20.0,7.0,1.0,2457.0,5.0,17.0,3.0,1.3,1887.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shuffleboard_table,B,10.0,4.0,1.0,1539.0,5.0,13.0,3.0,2.0,1506.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,32.0,9.0,20.0,53.0,99.0,13.0,17.0,20.0,124.0,87.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,32.0,17.0,16.0,150.0,6.0,21.0,18.0,27.0,194.0,54.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,47.0,18.0,25.0,187.0,106.0,36.0,4.0,26.0,140.0,120.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,45.0,7.0,27.0,115.0,84.0,48.0,7.0,29.0,33.0,93.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,44.0,10.0,21.0,37.0,11.0,33.0,3.0,19.0,118.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,23.0,4.0,25.0,37.0,78.0,50.0,4.0,18.0,143.0,66.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,30.0,7.0,29.0,69.0,38.0,40.0,18.0,16.0,72.0,119.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,16.0,18.0,25.0,98.0,10.0,33.0,19.0,17.0,89.0,49.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,25.0,11.0,17.0,158.0,79.0,48.0,3.0,20.0,52.0,30.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,43.0,15.0,27.0,51.0,96.0,36.0,4.0,21.0,144.0,110.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,33.0,9.0,20.0,122.0,101.0,13.0,19.0,19.0,126.0,96.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,19.0,15.0,27.0,156.0,115.0,43.0,5.0,24.0,159.0,82.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,47.0,10.0,29.0,28.0,70.0,12.0,9.0,15.0,49.0,99.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,37.0,3.0,19.0,126.0,105.0,34.0,8.0,16.0,21.0,97.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,18.0,19.0,14.0,109.0,117.0,24.0,12.0,16.0,30.0,109.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,30.0,16.0,20.0,147.0,108.0,39.0,20.0,17.0,21.0,15.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,18.0,16.0,26.0,107.0,20.0,34.0,17.0,25.0,23.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,48.0,10.0,16.0,114.0,85.0,15.0,4.0,15.0,49.0,103.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,22.0,15.0,22.0,109.0,102.0,21.0,15.0,22.0,34.0,64.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,15.0,13.0,17.0,143.0,14.0,11.0,11.0,21.0,69.0,120.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,19.0,13.0,19.0,192.0,65.0,42.0,11.0,26.0,27.0,80.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,17.0,11.0,15.0,121.0,16.0,29.0,10.0,28.0,38.0,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,37.0,5.0,16.0,171.0,17.0,28.0,13.0,14.0,181.0,77.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,10.0,6.0,22.0,124.0,20.0,48.0,9.0,21.0,29.0,109.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,50.0,19.0,13.0,140.0,24.0,11.0,11.0,25.0,178.0,74.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,16.0,3.0,16.0,126.0,95.0,43.0,12.0,23.0,141.0,104.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,47.0,8.0,19.0,94.0,117.0,20.0,6.0,12.0,86.0,84.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,11.0,9.0,13.0,184.0,67.0,35.0,3.0,24.0,29.0,34.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,24.0,19.0,29.0,130.0,81.0,18.0,4.0,12.0,129.0,44.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,21.0,14.0,29.0,116.0,106.0,22.0,19.0,16.0,96.0,41.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,13.0,13.0,13.0,142.0,40.0,39.0,19.0,27.0,113.0,31.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,A,37.0,8.0,29.0,27.0,85.0,29.0,8.0,15.0,192.0,35.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,reusable_bag,B,29.0,20.0,25.0,76.0,70.0,17.0,8.0,17.0,96.0,65.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,5.0,9.0,435.0,28.0,46.0,3.0,12.0,147.0,21.0,49.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,3.0,19.0,225.0,43.0,30.0,8.0,7.0,232.0,21.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,2.0,13.0,173.0,32.0,25.0,6.0,9.0,433.0,47.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,2.0,23.0,287.0,24.0,7.0,10.0,21.0,277.0,31.0,42.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,3.0,28.0,150.0,46.0,7.0,7.0,25.0,345.0,31.0,35.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,4.0,29.0,234.0,24.0,45.0,9.0,7.0,201.0,8.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,8.0,17.0,475.0,44.0,24.0,2.0,20.0,196.0,14.0,36.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,6.0,9.0,187.0,25.0,22.0,7.0,26.0,232.0,27.0,40.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,8.0,29.0,286.0,32.0,46.0,10.0,15.0,366.0,21.0,37.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,1.0,26.0,209.0,48.0,32.0,5.0,16.0,360.0,14.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,6.0,15.0,406.0,39.0,34.0,3.0,19.0,267.0,25.0,50.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,6.0,18.0,57.0,42.0,50.0,9.0,24.0,471.0,44.0,19.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,5.0,13.0,104.0,42.0,15.0,10.0,7.0,314.0,11.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,4.0,17.0,345.0,9.0,28.0,8.0,15.0,237.0,20.0,14.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,8.0,7.0,285.0,18.0,38.0,5.0,26.0,372.0,47.0,46.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,2.0,15.0,342.0,38.0,37.0,9.0,19.0,173.0,22.0,32.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,7.0,27.0,433.0,10.0,47.0,5.0,22.0,402.0,30.0,39.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,4.0,20.0,472.0,2.0,11.0,9.0,19.0,239.0,38.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,10.0,7.0,311.0,29.0,13.0,4.0,12.0,54.0,20.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,7.0,13.0,462.0,20.0,37.0,2.0,27.0,488.0,46.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,2.0,10.0,161.0,38.0,40.0,4.0,20.0,248.0,26.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,7.0,10.0,451.0,36.0,10.0,4.0,22.0,447.0,48.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,4.0,24.0,307.0,11.0,11.0,9.0,10.0,280.0,40.0,27.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,8.0,27.0,281.0,32.0,47.0,7.0,29.0,164.0,42.0,39.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,8.0,14.0,337.0,11.0,47.0,2.0,28.0,291.0,8.0,49.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,10.0,13.0,337.0,2.0,19.0,6.0,17.0,236.0,19.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,A,5.0,29.0,215.0,26.0,6.0,2.0,10.0,134.0,9.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,luggage_tag,B,2.0,13.0,256.0,42.0,45.0,8.0,12.0,420.0,14.0,31.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,88.0,48.0,1.9,1.4,1.9,170.0,57.0,1.5,2.3,3.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,94.0,78.0,2.8,1.9,2.4,108.0,51.0,2.1,2.4,2.4
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,180.0,53.0,2.7,2.3,3.3,82.0,57.0,0.9,1.2,1.3
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,157.0,52.0,1.2,2.3,1.3,160.0,70.0,1.9,2.6,1.4
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,92.0,61.0,2.2,2.3,2.1,64.0,71.0,0.7,2.2,3.2
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,42.0,57.0,1.5,2.5,4.0,157.0,75.0,3.0,2.0,2.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,102.0,61.0,2.7,2.3,4.0,134.0,61.0,0.6,2.8,3.3
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,167.0,70.0,1.1,2.5,3.2,47.0,48.0,2.8,1.3,3.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,145.0,56.0,0.6,2.6,1.9,55.0,65.0,1.4,2.1,2.4
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,170.0,53.0,1.6,3.0,1.0,134.0,59.0,1.8,2.5,1.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,133.0,69.0,1.1,2.8,2.8,105.0,67.0,1.4,1.5,3.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,41.0,77.0,1.6,1.9,1.2,54.0,63.0,2.8,2.9,2.2
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,167.0,51.0,2.4,1.6,3.7,68.0,74.0,2.6,1.6,1.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,55.0,58.0,2.3,2.4,3.7,34.0,60.0,1.4,2.8,2.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,173.0,77.0,2.4,1.4,2.1,81.0,72.0,2.5,2.6,1.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,83.0,69.0,1.0,2.5,3.4,119.0,71.0,2.2,2.5,3.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,163.0,69.0,1.0,1.7,3.0,124.0,65.0,2.6,1.6,3.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,48.0,57.0,1.9,2.6,2.1,163.0,63.0,2.9,1.7,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,145.0,66.0,0.8,2.4,3.4,35.0,70.0,1.7,2.8,3.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,41.0,75.0,0.6,1.2,2.8,91.0,49.0,1.4,2.2,1.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,104.0,60.0,2.7,1.5,2.4,150.0,69.0,0.7,1.5,3.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,170.0,63.0,0.9,2.5,2.2,113.0,70.0,1.5,2.1,1.1
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,179.0,70.0,1.8,1.6,3.1,154.0,72.0,1.6,2.7,1.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,167.0,50.0,2.4,1.9,2.1,75.0,69.0,1.5,1.3,1.1
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,125.0,53.0,1.9,1.9,2.5,103.0,63.0,2.0,1.6,1.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,167.0,77.0,2.1,2.9,1.2,112.0,77.0,1.2,1.0,3.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,54.0,53.0,0.7,2.2,3.3,44.0,54.0,2.6,1.5,2.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,39.0,51.0,1.2,2.6,3.7,89.0,70.0,2.6,2.9,1.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,120.0,50.0,2.1,2.7,1.6,172.0,53.0,1.6,1.9,3.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,169.0,53.0,3.0,1.7,3.3,100.0,62.0,1.6,1.1,2.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,133.0,75.0,1.0,2.7,1.7,68.0,68.0,1.1,1.0,3.1
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,60.0,54.0,1.4,2.7,3.7,99.0,59.0,1.3,2.1,2.4
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,B,36.0,56.0,1.3,1.5,2.9,48.0,57.0,1.9,2.1,2.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,inversion_table,A,119.0,75.0,0.6,1.0,3.5,100.0,51.0,2.4,1.0,1.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shower_curtain,A,59.0,33.0,80.0,77.0,13.0,50.0,25.0,78.0,71.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,shower_curtain,B,17.0,32.0,94.0,89.0,19.0,76.0,5.0,75.0,89.0,15.0
