model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,16.0,23.0,80.0,6.0,304.0,15.0,25.0,42.0,3.0,449.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,15.0,28.0,29.0,2.0,283.0,11.0,22.0,47.0,4.0,634.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,15.0,22.0,59.0,6.0,430.0,15.0,21.0,27.0,3.0,216.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,17.0,26.0,71.0,5.0,523.0,14.0,20.0,33.0,3.0,449.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,16.0,26.0,36.0,6.0,249.0,14.0,32.0,58.0,7.0,539.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,10.0,23.0,59.0,4.0,467.0,15.0,22.0,77.0,9.0,518.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,17.0,31.0,88.0,7.0,762.0,12.0,18.0,33.0,10.0,345.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,9.0,18.0,40.0,3.0,544.0,13.0,28.0,90.0,5.0,408.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,12.0,25.0,56.0,9.0,542.0,11.0,30.0,68.0,6.0,311.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,11.0,24.0,89.0,8.0,206.0,8.0,21.0,51.0,4.0,718.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,18.0,19.0,37.0,4.0,336.0,7.0,17.0,92.0,5.0,576.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,18.0,31.0,81.0,6.0,492.0,9.0,21.0,98.0,2.0,779.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,9.0,28.0,53.0,10.0,430.0,14.0,19.0,63.0,3.0,618.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,14.0,17.0,33.0,9.0,555.0,8.0,17.0,46.0,10.0,330.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,18.0,29.0,29.0,6.0,316.0,6.0,30.0,64.0,2.0,296.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,11.0,28.0,85.0,5.0,426.0,12.0,22.0,48.0,6.0,281.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,17.0,17.0,100.0,6.0,506.0,12.0,19.0,37.0,3.0,348.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,7.0,24.0,79.0,2.0,661.0,11.0,32.0,60.0,5.0,216.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,B,17.0,21.0,65.0,2.0,607.0,8.0,18.0,25.0,5.0,620.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cocktail_kit,A,11.0,17.0,99.0,7.0,664.0,16.0,19.0,95.0,9.0,602.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,6.0,132.0,97.0,199.0,49.0,9.0,129.0,32.0,373.0,42.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,7.0,104.0,52.0,345.0,46.0,8.0,142.0,65.0,402.0,29.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,2.0,96.0,39.0,372.0,34.0,11.0,176.0,41.0,436.0,37.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,10.0,158.0,60.0,436.0,45.0,3.0,175.0,73.0,79.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,5.0,160.0,49.0,505.0,11.0,8.0,136.0,63.0,306.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,5.0,105.0,49.0,280.0,15.0,11.0,145.0,22.0,167.0,14.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,9.0,124.0,50.0,197.0,16.0,11.0,99.0,32.0,321.0,47.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,3.0,139.0,76.0,362.0,41.0,8.0,174.0,69.0,161.0,39.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,3.0,128.0,28.0,51.0,35.0,10.0,117.0,30.0,359.0,36.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,8.0,148.0,18.0,244.0,48.0,5.0,173.0,34.0,111.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,7.0,162.0,79.0,419.0,35.0,11.0,167.0,38.0,97.0,11.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,5.0,104.0,61.0,151.0,34.0,3.0,112.0,41.0,421.0,35.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,11.0,155.0,96.0,259.0,19.0,4.0,175.0,76.0,295.0,41.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,10.0,94.0,27.0,68.0,27.0,3.0,154.0,50.0,395.0,38.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,5.0,171.0,54.0,45.0,26.0,3.0,114.0,77.0,41.0,46.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,11.0,134.0,72.0,363.0,30.0,4.0,167.0,76.0,191.0,50.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,9.0,96.0,29.0,451.0,39.0,5.0,110.0,51.0,176.0,30.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,4.0,102.0,19.0,381.0,30.0,3.0,125.0,34.0,191.0,40.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,6.0,160.0,60.0,359.0,49.0,7.0,177.0,32.0,359.0,38.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,2.0,156.0,50.0,304.0,36.0,10.0,94.0,55.0,479.0,35.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,7.0,124.0,42.0,64.0,13.0,12.0,106.0,78.0,147.0,33.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,5.0,156.0,99.0,433.0,41.0,7.0,148.0,66.0,184.0,44.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,4.0,129.0,30.0,355.0,13.0,9.0,130.0,84.0,379.0,48.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,8.0,97.0,77.0,238.0,13.0,3.0,127.0,75.0,482.0,24.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,12.0,160.0,46.0,230.0,47.0,3.0,179.0,17.0,440.0,31.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,10.0,167.0,66.0,414.0,33.0,7.0,160.0,48.0,238.0,24.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,8.0,164.0,68.0,49.0,13.0,7.0,139.0,24.0,86.0,13.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,5.0,111.0,75.0,324.0,14.0,5.0,134.0,70.0,235.0,25.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,2.0,97.0,75.0,432.0,39.0,7.0,160.0,27.0,414.0,12.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,8.0,134.0,49.0,373.0,41.0,8.0,143.0,20.0,76.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,6.0,116.0,31.0,154.0,13.0,3.0,135.0,93.0,353.0,40.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,2.0,136.0,97.0,453.0,12.0,5.0,113.0,31.0,110.0,19.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,3.0,120.0,96.0,452.0,41.0,11.0,112.0,62.0,164.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,2.0,154.0,48.0,130.0,31.0,6.0,108.0,98.0,337.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,3.0,166.0,99.0,113.0,32.0,5.0,105.0,70.0,174.0,35.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,8.0,142.0,51.0,68.0,48.0,2.0,103.0,50.0,479.0,32.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,5.0,98.0,35.0,334.0,50.0,12.0,173.0,96.0,165.0,13.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,9.0,91.0,58.0,425.0,21.0,4.0,111.0,62.0,325.0,21.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,10.0,135.0,53.0,42.0,28.0,5.0,105.0,89.0,438.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,4.0,159.0,58.0,470.0,47.0,9.0,120.0,59.0,317.0,44.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,5.0,128.0,46.0,406.0,22.0,6.0,92.0,88.0,110.0,49.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,3.0,91.0,43.0,212.0,46.0,12.0,102.0,52.0,152.0,34.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,4.0,115.0,57.0,425.0,48.0,8.0,156.0,34.0,235.0,30.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,4.0,104.0,16.0,317.0,33.0,6.0,149.0,79.0,156.0,36.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,10.0,111.0,84.0,103.0,20.0,5.0,142.0,46.0,260.0,43.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,3.0,150.0,20.0,59.0,46.0,4.0,159.0,97.0,337.0,43.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,12.0,156.0,86.0,386.0,44.0,5.0,155.0,75.0,430.0,14.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,6.0,173.0,81.0,379.0,29.0,11.0,123.0,29.0,90.0,34.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,B,2.0,176.0,24.0,108.0,38.0,2.0,151.0,52.0,339.0,42.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,security_camera,A,5.0,159.0,58.0,451.0,17.0,7.0,177.0,66.0,276.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,13.0,4.0,0.9,1775.0,3.0,9.0,7.0,1.1,1568.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,10.0,5.0,1.8,1111.0,2.0,10.0,3.0,1.2,1794.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,20.0,5.0,1.0,2174.0,5.0,16.0,3.0,0.2,1503.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,15.0,4.0,1.2,1272.0,2.0,20.0,8.0,1.1,1501.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,20.0,6.0,0.7,2492.0,4.0,10.0,3.0,1.0,2025.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,22.0,4.0,2.0,2478.0,4.0,22.0,4.0,0.8,1702.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,16.0,3.0,1.3,1488.0,8.0,15.0,9.0,1.9,1913.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,14.0,5.0,1.6,1819.0,8.0,13.0,6.0,1.6,1647.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,15.0,7.0,1.3,1216.0,2.0,15.0,8.0,0.6,2267.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,18.0,4.0,0.1,2469.0,9.0,15.0,8.0,0.2,1855.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,11.0,3.0,0.9,1809.0,5.0,15.0,4.0,0.6,1944.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,13.0,7.0,0.2,982.0,4.0,9.0,6.0,1.9,2113.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,16.0,8.0,1.5,2251.0,3.0,17.0,6.0,0.3,2223.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,15.0,5.0,0.7,1103.0,5.0,9.0,9.0,0.5,1219.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,16.0,8.0,0.5,2346.0,8.0,13.0,7.0,1.9,2427.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,15.0,3.0,0.7,1315.0,9.0,12.0,7.0,1.5,1618.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,20.0,7.0,1.1,2244.0,7.0,16.0,8.0,1.7,1491.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,15.0,7.0,1.0,2452.0,2.0,20.0,4.0,1.9,2236.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,13.0,3.0,1.3,2005.0,2.0,16.0,6.0,0.4,1610.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,12.0,4.0,1.3,1472.0,6.0,9.0,7.0,1.4,1741.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,21.0,8.0,2.0,2350.0,2.0,19.0,9.0,2.0,1361.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,21.0,7.0,1.3,1641.0,4.0,13.0,8.0,1.3,1507.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,19.0,4.0,0.4,2270.0,2.0,12.0,8.0,0.5,2033.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,16.0,6.0,0.5,2399.0,8.0,13.0,6.0,1.8,1619.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,16.0,8.0,1.5,1170.0,5.0,20.0,7.0,2.0,2018.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,12.0,5.0,1.4,1503.0,5.0,9.0,8.0,0.3,1736.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,17.0,3.0,0.3,1826.0,6.0,10.0,7.0,1.6,2041.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,10.0,6.0,0.9,1624.0,1.0,10.0,6.0,1.1,1826.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,12.0,3.0,1.6,1368.0,3.0,20.0,4.0,1.0,2336.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,10.0,5.0,0.6,1926.0,9.0,16.0,8.0,0.4,1224.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,17.0,6.0,0.5,2470.0,8.0,16.0,8.0,1.5,1838.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,17.0,7.0,0.6,1010.0,6.0,13.0,8.0,1.8,1013.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,14.0,9.0,0.2,1865.0,9.0,9.0,3.0,1.9,1508.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,18.0,5.0,0.2,1365.0,9.0,11.0,4.0,1.8,1756.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,13.0,4.0,1.2,2212.0,3.0,16.0,6.0,1.3,1423.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,11.0,8.0,1.7,1518.0,3.0,15.0,7.0,1.4,1922.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,16.0,6.0,0.1,1257.0,6.0,20.0,8.0,1.2,1829.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,20.0,5.0,1.4,1556.0,2.0,16.0,4.0,0.1,1863.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,13.0,9.0,1.7,2404.0,4.0,21.0,5.0,0.7,1347.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,12.0,5.0,1.6,1018.0,9.0,17.0,6.0,0.9,1267.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,12.0,6.0,0.7,1217.0,6.0,18.0,4.0,0.4,1792.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,17.0,5.0,0.3,2187.0,3.0,21.0,8.0,1.2,2401.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,18.0,5.0,0.8,1534.0,9.0,11.0,7.0,1.8,2024.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,17.0,7.0,0.6,2283.0,4.0,20.0,7.0,1.6,2402.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,13.0,4.0,1.3,2243.0,3.0,13.0,7.0,1.1,1045.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,10.0,7.0,0.1,1649.0,6.0,12.0,5.0,0.4,2314.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,21.0,8.0,1.3,2346.0,10.0,12.0,3.0,1.4,1578.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,A,13.0,6.0,1.0,989.0,9.0,11.0,4.0,1.6,1164.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,22.0,6.0,1.0,1122.0,8.0,21.0,7.0,0.6,1918.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,shuffleboard_table,B,12.0,8.0,1.9,2183.0,3.0,18.0,8.0,1.1,1028.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,42.0,10.0,17.0,106.0,108.0,47.0,19.0,26.0,121.0,22.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,27.0,5.0,23.0,187.0,100.0,49.0,3.0,14.0,150.0,41.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,13.0,5.0,19.0,93.0,104.0,38.0,19.0,19.0,166.0,115.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,48.0,13.0,13.0,147.0,72.0,41.0,17.0,22.0,121.0,78.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,29.0,6.0,12.0,176.0,112.0,11.0,12.0,24.0,142.0,100.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,29.0,7.0,22.0,191.0,26.0,21.0,3.0,18.0,183.0,16.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,19.0,8.0,24.0,64.0,81.0,18.0,6.0,27.0,180.0,114.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,15.0,8.0,15.0,55.0,99.0,26.0,8.0,28.0,96.0,113.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,20.0,9.0,22.0,144.0,104.0,41.0,5.0,19.0,155.0,115.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,25.0,15.0,16.0,190.0,47.0,47.0,12.0,28.0,54.0,119.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,29.0,4.0,19.0,97.0,104.0,43.0,8.0,23.0,27.0,40.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,39.0,8.0,20.0,21.0,41.0,42.0,13.0,15.0,106.0,31.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,47.0,3.0,17.0,66.0,112.0,37.0,17.0,28.0,41.0,54.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,15.0,15.0,20.0,173.0,80.0,48.0,15.0,15.0,59.0,30.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,20.0,12.0,23.0,134.0,34.0,38.0,17.0,25.0,196.0,62.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,13.0,16.0,13.0,156.0,84.0,41.0,12.0,18.0,112.0,70.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,23.0,15.0,13.0,21.0,91.0,35.0,9.0,20.0,83.0,37.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,25.0,17.0,22.0,188.0,87.0,23.0,12.0,26.0,43.0,69.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,45.0,3.0,21.0,165.0,70.0,44.0,12.0,16.0,190.0,98.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,43.0,19.0,23.0,180.0,117.0,21.0,14.0,30.0,157.0,33.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,28.0,6.0,18.0,120.0,57.0,41.0,13.0,27.0,120.0,27.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,18.0,3.0,13.0,87.0,21.0,37.0,17.0,19.0,150.0,114.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,47.0,14.0,17.0,179.0,86.0,41.0,7.0,15.0,80.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,46.0,6.0,21.0,164.0,68.0,13.0,12.0,13.0,149.0,57.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,38.0,19.0,21.0,87.0,29.0,43.0,16.0,28.0,164.0,36.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,19.0,10.0,26.0,88.0,91.0,18.0,10.0,18.0,159.0,43.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,45.0,5.0,22.0,197.0,24.0,24.0,9.0,20.0,170.0,78.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,35.0,9.0,15.0,100.0,93.0,31.0,13.0,14.0,171.0,104.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,23.0,2.0,14.0,47.0,16.0,47.0,18.0,19.0,183.0,92.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,23.0,10.0,13.0,157.0,31.0,28.0,4.0,27.0,95.0,89.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,16.0,15.0,15.0,94.0,41.0,49.0,9.0,20.0,75.0,101.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,16.0,18.0,29.0,58.0,78.0,15.0,13.0,15.0,186.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,35.0,7.0,13.0,22.0,99.0,42.0,3.0,20.0,37.0,21.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,49.0,19.0,20.0,67.0,32.0,41.0,11.0,16.0,113.0,61.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,41.0,16.0,29.0,132.0,118.0,18.0,5.0,17.0,113.0,73.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,26.0,9.0,27.0,146.0,44.0,10.0,5.0,22.0,193.0,15.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,21.0,14.0,16.0,182.0,92.0,23.0,9.0,12.0,59.0,84.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,23.0,7.0,23.0,71.0,8.0,41.0,2.0,19.0,93.0,26.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,16.0,3.0,20.0,79.0,105.0,32.0,8.0,18.0,73.0,57.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,44.0,18.0,13.0,185.0,27.0,49.0,8.0,13.0,94.0,39.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,46.0,10.0,19.0,91.0,100.0,27.0,20.0,26.0,43.0,19.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,21.0,5.0,27.0,58.0,91.0,47.0,10.0,18.0,126.0,120.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,24.0,9.0,24.0,181.0,94.0,19.0,5.0,28.0,42.0,84.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,18.0,18.0,15.0,197.0,58.0,22.0,2.0,18.0,137.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,15.0,15.0,16.0,127.0,10.0,26.0,7.0,25.0,33.0,39.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,43.0,11.0,19.0,67.0,66.0,15.0,8.0,12.0,159.0,80.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,10.0,6.0,25.0,75.0,45.0,41.0,5.0,23.0,26.0,14.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,B,19.0,19.0,29.0,138.0,114.0,33.0,3.0,14.0,63.0,49.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,24.0,3.0,25.0,171.0,60.0,36.0,3.0,20.0,161.0,48.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,reusable_bag,A,21.0,14.0,27.0,92.0,63.0,15.0,16.0,17.0,53.0,29.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,B,5.0,26.0,222.0,8.0,26.0,3.0,19.0,483.0,11.0,47.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,B,8.0,6.0,95.0,28.0,28.0,4.0,8.0,307.0,45.0,31.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,B,4.0,14.0,114.0,9.0,26.0,8.0,5.0,446.0,12.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,A,9.0,13.0,248.0,3.0,18.0,4.0,9.0,483.0,39.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,A,1.0,5.0,456.0,13.0,8.0,5.0,19.0,62.0,32.0,12.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,A,8.0,25.0,363.0,16.0,49.0,3.0,10.0,404.0,3.0,24.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,B,6.0,15.0,264.0,24.0,21.0,2.0,28.0,462.0,29.0,19.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,B,2.0,18.0,61.0,22.0,9.0,10.0,19.0,442.0,15.0,46.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,luggage_tag,A,3.0,24.0,334.0,22.0,31.0,7.0,28.0,149.0,28.0,9.0
