model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
qwen2.5-7b-instruct,bocce_set,A,855.0,102.0,7.0,7.0,6.0,609.0,98.0,9.0,3.0,7.0
qwen2.5-7b-instruct,bocce_set,B,867.0,93.0,2.0,3.0,6.0,650.0,101.0,8.0,9.0,8.0
qwen2.5-7b-instruct,bocce_set,B,912.0,91.0,8.0,3.0,4.0,732.0,102.0,3.0,4.0,9.0
qwen2.5-7b-instruct,bocce_set,A,773.0,92.0,3.0,4.0,7.0,882.0,95.0,9.0,1.0,4.0
qwen2.5-7b-instruct,bocce_set,A,934.0,93.0,3.0,3.0,7.0,899.0,100.0,1.0,7.0,3.0
qwen2.5-7b-instruct,bocce_set,B,896.0,96.0,8.0,2.0,7.0,778.0,92.0,8.0,7.0,1.0
qwen2.5-7b-instruct,bocce_set,B,730.0,98.0,9.0,7.0,2.0,685.0,91.0,3.0,3.0,8.0
qwen2.5-7b-instruct,bocce_set,A,653.0,93.0,5.0,7.0,9.0,826.0,92.0,3.0,3.0,6.0
qwen2.5-7b-instruct,bocce_set,B,654.0,103.0,1.0,1.0,8.0,906.0,101.0,8.0,5.0,4.0
qwen2.5-7b-instruct,bocce_set,B,647.0,103.0,6.0,8.0,1.0,796.0,96.0,3.0,6.0,5.0
qwen2.5-7b-instruct,bocce_set,B,689.0,96.0,9.0,3.0,8.0,616.0,99.0,9.0,7.0,4.0
qwen2.5-7b-instruct,bocce_set,B,903.0,102.0,2.0,6.0,5.0,776.0,105.0,2.0,1.0,9.0
qwen2.5-7b-instruct,bocce_set,A,840.0,99.0,1.0,9.0,3.0,820.0,96.0,1.0,5.0,7.0
qwen2.5-7b-instruct,bocce_set,A,672.0,103.0,8.0,4.0,5.0,725.0,105.0,9.0,1.0,4.0
qwen2.5-7b-instruct,bocce_set,B,856.0,105.0,8.0,5.0,5.0,809.0,91.0,9.0,3.0,6.0
qwen2.5-7b-instruct,bocce_set,B,726.0,93.0,9.0,6.0,10.0,837.0,92.0,9.0,2.0,7.0
qwen2.5-7b-instruct,bocce_set,B,645.0,100.0,5.0,4.0,3.0,692.0,106.0,9.0,7.0,5.0
qwen2.5-7b-instruct,bocce_set,A,831.0,104.0,7.0,6.0,1.0,683.0,102.0,4.0,3.0,2.0
qwen2.5-7b-instruct,bocce_set,A,853.0,103.0,3.0,5.0,2.0,887.0,97.0,3.0,7.0,6.0
qwen2.5-7b-instruct,bocce_set,A,905.0,106.0,4.0,7.0,9.0,933.0,90.0,7.0,9.0,10.0
qwen2.5-7b-instruct,bocce_set,B,871.0,104.0,9.0,4.0,2.0,865.0,106.0,7.0,3.0,6.0
qwen2.5-7b-instruct,bocce_set,A,654.0,99.0,4.0,2.0,2.0,896.0,92.0,7.0,8.0,5.0
qwen2.5-7b-instruct,bocce_set,A,689.0,98.0,5.0,2.0,6.0,610.0,100.0,4.0,5.0,9.0
qwen2.5-7b-instruct,bocce_set,B,618.0,96.0,6.0,1.0,5.0,909.0,92.0,7.0,9.0,9.0
qwen2.5-7b-instruct,bocce_set,B,712.0,93.0,2.0,10.0,8.0,630.0,101.0,6.0,7.0,6.0
qwen2.5-7b-instruct,bocce_set,A,887.0,100.0,2.0,3.0,7.0,905.0,99.0,5.0,6.0,3.0
qwen2.5-7b-instruct,bocce_set,A,819.0,94.0,9.0,9.0,8.0,672.0,102.0,3.0,6.0,5.0
qwen2.5-7b-instruct,bocce_set,A,826.0,93.0,5.0,3.0,1.0,908.0,104.0,5.0,1.0,9.0
qwen2.5-7b-instruct,bocce_set,B,815.0,97.0,3.0,9.0,2.0,645.0,105.0,7.0,6.0,4.0
qwen2.5-7b-instruct,bocce_set,A,709.0,91.0,3.0,4.0,7.0,715.0,101.0,7.0,9.0,8.0
qwen2.5-7b-instruct,bocce_set,B,670.0,102.0,7.0,5.0,4.0,785.0,94.0,7.0,1.0,7.0
qwen2.5-7b-instruct,bocce_set,B,851.0,93.0,4.0,6.0,7.0,753.0,102.0,9.0,3.0,7.0
qwen2.5-7b-instruct,bocce_set,A,945.0,99.0,4.0,3.0,9.0,708.0,96.0,5.0,10.0,2.0
qwen2.5-7b-instruct,bocce_set,B,660.0,97.0,7.0,2.0,3.0,899.0,102.0,2.0,5.0,10.0
qwen2.5-7b-instruct,bocce_set,B,882.0,97.0,6.0,8.0,9.0,894.0,98.0,8.0,6.0,7.0
qwen2.5-7b-instruct,bocce_set,B,870.0,94.0,3.0,7.0,4.0,622.0,97.0,1.0,2.0,2.0
qwen2.5-7b-instruct,bocce_set,A,659.0,102.0,1.0,5.0,9.0,785.0,93.0,9.0,2.0,2.0
qwen2.5-7b-instruct,bocce_set,B,823.0,103.0,9.0,5.0,5.0,733.0,97.0,2.0,5.0,10.0
qwen2.5-7b-instruct,bocce_set,B,856.0,103.0,2.0,2.0,3.0,736.0,100.0,7.0,6.0,8.0
qwen2.5-7b-instruct,bocce_set,B,768.0,102.0,5.0,3.0,1.0,927.0,99.0,7.0,9.0,9.0
qwen2.5-7b-instruct,bocce_set,A,607.0,95.0,7.0,5.0,10.0,745.0,94.0,6.0,6.0,8.0
qwen2.5-7b-instruct,bocce_set,B,734.0,98.0,5.0,9.0,2.0,623.0,103.0,7.0,6.0,1.0
qwen2.5-7b-instruct,bocce_set,B,672.0,96.0,6.0,5.0,6.0,718.0,105.0,3.0,6.0,5.0
qwen2.5-7b-instruct,bocce_set,A,702.0,106.0,2.0,4.0,8.0,634.0,101.0,2.0,6.0,8.0
qwen2.5-7b-instruct,bocce_set,B,669.0,93.0,1.0,6.0,10.0,651.0,94.0,3.0,4.0,8.0
qwen2.5-7b-instruct,bocce_set,B,827.0,94.0,8.0,9.0,8.0,886.0,102.0,9.0,4.0,3.0
qwen2.5-7b-instruct,bocce_set,A,848.0,102.0,6.0,3.0,2.0,682.0,99.0,6.0,4.0,5.0
qwen2.5-7b-instruct,bocce_set,B,722.0,93.0,10.0,6.0,2.0,764.0,94.0,9.0,8.0,3.0
qwen2.5-7b-instruct,bocce_set,B,892.0,100.0,8.0,8.0,5.0,790.0,93.0,2.0,5.0,2.0
qwen2.5-7b-instruct,bocce_set,B,820.0,100.0,4.0,7.0,4.0,822.0,98.0,3.0,4.0,4.0
qwen2.5-7b-instruct,bocce_set,B,684.0,104.0,8.0,3.0,3.0,831.0,93.0,7.0,2.0,4.0
qwen2.5-7b-instruct,bocce_set,B,706.0,92.0,7.0,6.0,2.0,820.0,104.0,4.0,8.0,2.0
qwen2.5-7b-instruct,bocce_set,B,840.0,90.0,6.0,1.0,6.0,877.0,91.0,1.0,6.0,2.0
qwen2.5-7b-instruct,bocce_set,B,843.0,96.0,9.0,5.0,5.0,759.0,91.0,3.0,8.0,7.0
qwen2.5-7b-instruct,bocce_set,A,932.0,93.0,5.0,4.0,8.0,899.0,92.0,2.0,2.0,3.0
qwen2.5-7b-instruct,bocce_set,A,858.0,106.0,3.0,9.0,8.0,780.0,103.0,1.0,9.0,5.0
qwen2.5-7b-instruct,bocce_set,B,619.0,95.0,1.0,5.0,4.0,822.0,98.0,5.0,8.0,1.0
qwen2.5-7b-instruct,bocce_set,B,633.0,97.0,8.0,4.0,2.0,899.0,96.0,10.0,7.0,5.0
qwen2.5-7b-instruct,bocce_set,B,724.0,101.0,5.0,9.0,1.0,841.0,101.0,6.0,4.0,6.0
qwen2.5-7b-instruct,bocce_set,A,866.0,91.0,3.0,8.0,9.0,931.0,97.0,8.0,4.0,8.0
qwen2.5-7b-instruct,bocce_set,B,839.0,105.0,10.0,9.0,5.0,890.0,104.0,10.0,9.0,1.0
qwen2.5-7b-instruct,bocce_set,A,904.0,100.0,8.0,10.0,9.0,943.0,90.0,3.0,9.0,10.0
qwen2.5-7b-instruct,bocce_set,B,925.0,101.0,4.0,8.0,7.0,791.0,105.0,1.0,2.0,10.0
qwen2.5-7b-instruct,bocce_set,A,669.0,100.0,5.0,1.0,2.0,712.0,104.0,4.0,3.0,2.0
qwen2.5-7b-instruct,bocce_set,B,919.0,101.0,9.0,5.0,7.0,918.0,103.0,6.0,4.0,5.0
qwen2.5-7b-instruct,bocce_set,B,923.0,101.0,6.0,2.0,9.0,643.0,98.0,8.0,2.0,2.0
qwen2.5-7b-instruct,bocce_set,B,775.0,103.0,10.0,5.0,9.0,924.0,92.0,10.0,6.0,3.0
qwen2.5-7b-instruct,bocce_set,B,675.0,97.0,5.0,7.0,3.0,832.0,90.0,9.0,8.0,5.0
qwen2.5-7b-instruct,bocce_set,B,910.0,103.0,3.0,8.0,1.0,793.0,96.0,3.0,7.0,9.0
qwen2.5-7b-instruct,bocce_set,B,601.0,98.0,10.0,5.0,5.0,830.0,91.0,7.0,5.0,6.0
qwen2.5-7b-instruct,bocce_set,B,694.0,105.0,4.0,8.0,5.0,853.0,102.0,2.0,7.0,7.0
qwen2.5-7b-instruct,bocce_set,A,689.0,94.0,5.0,7.0,9.0,636.0,95.0,5.0,6.0,3.0
qwen2.5-7b-instruct,panini_press,A,108.0,456.0,3.0,3.1,5.5,103.0,210.0,6.0,5.5,2.7
qwen2.5-7b-instruct,panini_press,B,116.0,279.0,3.0,5.3,4.9,82.0,306.0,3.0,2.8,4.3
qwen2.5-7b-instruct,panini_press,A,89.0,425.0,4.0,5.1,4.8,108.0,286.0,7.0,3.2,2.7
qwen2.5-7b-instruct,panini_press,B,115.0,403.0,6.0,5.2,4.1,117.0,287.0,3.0,5.4,4.4
qwen2.5-7b-instruct,panini_press,A,87.0,450.0,6.0,4.5,4.1,76.0,315.0,8.0,3.5,4.1
qwen2.5-7b-instruct,panini_press,B,107.0,460.0,7.0,3.9,2.8,85.0,349.0,7.0,5.0,5.3
qwen2.5-7b-instruct,panini_press,B,88.0,411.0,7.0,3.0,3.1,90.0,389.0,6.0,3.2,4.0
qwen2.5-7b-instruct,panini_press,B,109.0,218.0,4.0,3.9,5.1,70.0,239.0,7.0,5.0,5.1
qwen2.5-7b-instruct,panini_press,B,119.0,413.0,8.0,3.7,4.3,65.0,346.0,3.0,2.4,2.9
qwen2.5-7b-instruct,panini_press,B,114.0,377.0,7.0,3.4,3.6,67.0,250.0,6.0,5.1,2.1
qwen2.5-7b-instruct,panini_press,B,64.0,484.0,7.0,5.2,2.4,108.0,318.0,5.0,2.0,4.5
qwen2.5-7b-instruct,panini_press,B,77.0,243.0,3.0,3.3,4.9,103.0,485.0,2.0,4.8,4.9
qwen2.5-7b-instruct,panini_press,A,70.0,401.0,8.0,3.0,5.4,100.0,426.0,7.0,2.2,5.2
qwen2.5-7b-instruct,panini_press,A,77.0,261.0,3.0,5.0,3.3,96.0,337.0,4.0,2.9,4.9
qwen2.5-7b-instruct,panini_press,A,105.0,335.0,7.0,5.6,5.3,79.0,282.0,5.0,6.0,5.7
qwen2.5-7b-instruct,panini_press,B,71.0,442.0,7.0,2.2,3.1,90.0,472.0,8.0,2.2,5.0
qwen2.5-7b-instruct,panini_press,A,80.0,322.0,3.0,5.3,2.8,64.0,306.0,4.0,5.6,3.6
qwen2.5-7b-instruct,panini_press,B,62.0,224.0,4.0,4.4,4.4,111.0,342.0,8.0,5.6,3.6
qwen2.5-7b-instruct,panini_press,B,101.0,309.0,6.0,3.9,2.5,102.0,434.0,5.0,3.3,4.9
qwen2.5-7b-instruct,panini_press,A,62.0,240.0,6.0,2.1,3.0,67.0,458.0,2.0,2.1,4.9
qwen2.5-7b-instruct,panini_press,B,85.0,274.0,2.0,2.1,5.7,89.0,477.0,3.0,3.1,4.3
qwen2.5-7b-instruct,panini_press,B,68.0,369.0,6.0,4.8,3.0,68.0,249.0,3.0,4.6,3.2
qwen2.5-7b-instruct,panini_press,B,119.0,247.0,6.0,5.5,2.6,119.0,418.0,5.0,5.7,3.8
qwen2.5-7b-instruct,panini_press,B,116.0,406.0,5.0,5.5,4.0,101.0,230.0,3.0,5.6,4.3
qwen2.5-7b-instruct,panini_press,B,94.0,432.0,6.0,6.0,4.0,65.0,284.0,5.0,5.8,3.2
qwen2.5-7b-instruct,panini_press,B,78.0,455.0,6.0,3.6,3.8,118.0,497.0,4.0,2.4,2.1
qwen2.5-7b-instruct,panini_press,A,109.0,462.0,5.0,2.0,4.7,63.0,486.0,5.0,2.0,5.4
qwen2.5-7b-instruct,panini_press,A,67.0,315.0,3.0,2.2,2.7,117.0,280.0,2.0,3.0,3.7
qwen2.5-7b-instruct,panini_press,B,83.0,412.0,7.0,5.2,3.1,66.0,363.0,5.0,5.5,3.2
qwen2.5-7b-instruct,panini_press,B,61.0,484.0,5.0,3.4,2.9,116.0,270.0,6.0,5.8,3.3
qwen2.5-7b-instruct,panini_press,B,61.0,461.0,5.0,5.1,4.7,66.0,216.0,6.0,2.0,3.5
qwen2.5-7b-instruct,panini_press,B,75.0,351.0,8.0,4.0,3.1,93.0,427.0,3.0,2.6,2.8
qwen2.5-7b-instruct,panini_press,B,68.0,447.0,5.0,2.3,2.2,113.0,370.0,4.0,3.9,5.1
qwen2.5-7b-instruct,panini_press,B,68.0,425.0,3.0,2.5,3.3,72.0,398.0,8.0,4.1,4.6
qwen2.5-7b-instruct,panini_press,B,86.0,212.0,3.0,4.9,4.4,72.0,313.0,8.0,5.0,3.7
qwen2.5-7b-instruct,panini_press,A,115.0,213.0,3.0,2.7,3.5,88.0,376.0,4.0,3.1,3.3
qwen2.5-7b-instruct,panini_press,B,119.0,248.0,4.0,3.0,2.9,61.0,208.0,3.0,5.4,2.5
qwen2.5-7b-instruct,panini_press,A,82.0,328.0,7.0,4.1,4.9,73.0,364.0,3.0,5.3,2.9
qwen2.5-7b-instruct,panini_press,B,112.0,333.0,6.0,4.1,3.4,75.0,202.0,7.0,2.1,4.5
qwen2.5-7b-instruct,panini_press,A,62.0,215.0,3.0,4.5,5.4,72.0,385.0,5.0,4.8,3.2
qwen2.5-7b-instruct,panini_press,A,106.0,249.0,3.0,3.2,2.9,98.0,499.0,6.0,2.6,5.3
qwen2.5-7b-instruct,panini_press,B,71.0,367.0,4.0,3.8,5.3,64.0,346.0,2.0,3.1,4.5
qwen2.5-7b-instruct,panini_press,A,72.0,294.0,2.0,5.6,4.8,112.0,270.0,7.0,5.2,4.9
qwen2.5-7b-instruct,panini_press,A,98.0,435.0,6.0,4.3,2.5,96.0,262.0,5.0,2.7,2.0
qwen2.5-7b-instruct,panini_press,B,104.0,420.0,8.0,2.1,4.3,104.0,284.0,7.0,3.7,2.2
qwen2.5-7b-instruct,panini_press,B,69.0,233.0,3.0,4.8,3.5,78.0,403.0,2.0,5.1,5.0
qwen2.5-7b-instruct,panini_press,A,97.0,427.0,7.0,5.9,6.0,89.0,412.0,3.0,2.0,5.1
qwen2.5-7b-instruct,panini_press,B,61.0,488.0,5.0,4.3,5.8,110.0,214.0,8.0,3.5,3.7
qwen2.5-7b-instruct,panini_press,A,107.0,230.0,2.0,3.6,5.1,96.0,455.0,2.0,3.8,5.0
qwen2.5-7b-instruct,panini_press,A,61.0,463.0,6.0,3.4,3.3,88.0,224.0,3.0,5.7,5.3
qwen2.5-7b-instruct,panini_press,B,108.0,360.0,5.0,2.2,2.5,61.0,333.0,7.0,3.2,5.6
qwen2.5-7b-instruct,panini_press,B,101.0,279.0,5.0,5.6,5.1,77.0,368.0,4.0,5.9,2.6
qwen2.5-7b-instruct,panini_press,A,99.0,380.0,6.0,4.5,3.9,63.0,442.0,7.0,2.3,4.5
qwen2.5-7b-instruct,panini_press,B,77.0,221.0,8.0,3.0,3.1,68.0,477.0,4.0,4.2,3.6
qwen2.5-7b-instruct,panini_press,B,112.0,227.0,7.0,5.5,3.9,60.0,379.0,8.0,4.9,3.0
qwen2.5-7b-instruct,panini_press,A,83.0,391.0,5.0,2.7,3.8,78.0,459.0,3.0,5.9,3.7
qwen2.5-7b-instruct,panini_press,B,77.0,435.0,6.0,4.8,4.6,83.0,415.0,3.0,4.4,5.5
qwen2.5-7b-instruct,panini_press,A,68.0,460.0,7.0,3.4,5.6,88.0,487.0,6.0,2.3,2.7
qwen2.5-7b-instruct,panini_press,B,96.0,219.0,5.0,3.9,5.3,86.0,434.0,8.0,4.3,4.2
qwen2.5-7b-instruct,panini_press,B,71.0,482.0,3.0,3.3,5.6,69.0,349.0,7.0,2.3,2.6
qwen2.5-7b-instruct,panini_press,B,104.0,418.0,7.0,3.8,2.5,80.0,308.0,6.0,4.2,2.8
qwen2.5-7b-instruct,panini_press,B,87.0,373.0,7.0,5.0,2.7,93.0,302.0,8.0,5.3,2.6
qwen2.5-7b-instruct,panini_press,A,70.0,270.0,7.0,4.2,3.6,114.0,465.0,6.0,3.9,2.4
qwen2.5-7b-instruct,panini_press,B,91.0,238.0,4.0,2.7,5.5,72.0,435.0,5.0,2.6,2.1
qwen2.5-7b-instruct,panini_press,A,93.0,302.0,7.0,3.0,4.2,83.0,450.0,8.0,4.3,5.6
qwen2.5-7b-instruct,panini_press,B,116.0,308.0,8.0,2.6,5.6,107.0,381.0,7.0,4.9,4.8
qwen2.5-7b-instruct,panini_press,A,110.0,229.0,3.0,3.9,5.0,102.0,373.0,6.0,4.0,3.2
qwen2.5-7b-instruct,panini_press,B,94.0,398.0,7.0,3.8,3.8,88.0,338.0,3.0,3.2,4.7
qwen2.5-7b-instruct,panini_press,A,75.0,299.0,4.0,2.7,2.6,102.0,395.0,6.0,5.8,3.1
qwen2.5-7b-instruct,panini_press,A,87.0,244.0,3.0,2.5,3.1,89.0,470.0,2.0,3.0,2.4
qwen2.5-7b-instruct,panini_press,B,81.0,208.0,3.0,4.9,2.2,76.0,481.0,8.0,2.7,2.8
qwen2.5-7b-instruct,panini_press,B,88.0,482.0,5.0,3.9,4.8,113.0,391.0,6.0,4.7,5.2
qwen2.5-7b-instruct,panini_press,B,120.0,304.0,5.0,4.4,3.5,96.0,498.0,7.0,2.1,2.6
qwen2.5-7b-instruct,panini_press,A,68.0,287.0,5.0,2.3,3.7,111.0,443.0,6.0,5.0,2.4
qwen2.5-7b-instruct,panini_press,A,119.0,485.0,5.0,5.8,2.3,65.0,224.0,8.0,5.1,5.7
qwen2.5-7b-instruct,panini_press,B,118.0,219.0,5.0,4.0,5.5,99.0,286.0,5.0,4.3,5.4
qwen2.5-7b-instruct,panini_press,B,65.0,432.0,5.0,3.6,4.8,91.0,479.0,4.0,3.2,3.0
qwen2.5-7b-instruct,panini_press,A,65.0,215.0,3.0,3.8,3.8,86.0,219.0,4.0,5.9,3.3
qwen2.5-7b-instruct,panini_press,B,95.0,496.0,3.0,3.5,5.0,84.0,470.0,4.0,3.3,5.0
qwen2.5-7b-instruct,panini_press,B,99.0,440.0,4.0,2.6,5.1,65.0,487.0,2.0,4.3,2.5
qwen2.5-7b-instruct,panini_press,B,78.0,215.0,5.0,2.2,4.7,101.0,273.0,6.0,2.2,4.5
qwen2.5-7b-instruct,panini_press,A,89.0,306.0,2.0,5.6,2.4,100.0,207.0,7.0,5.0,3.7
qwen2.5-7b-instruct,panini_press,A,113.0,326.0,8.0,4.2,3.7,61.0,421.0,8.0,3.8,2.9
qwen2.5-7b-instruct,panini_press,B,65.0,338.0,5.0,3.5,5.4,80.0,378.0,5.0,4.4,2.8
qwen2.5-7b-instruct,panini_press,A,68.0,228.0,6.0,5.0,3.2,72.0,375.0,5.0,3.8,2.2
qwen2.5-7b-instruct,panini_press,B,61.0,289.0,7.0,4.1,5.1,74.0,247.0,4.0,2.7,2.2
qwen2.5-7b-instruct,panini_press,B,64.0,271.0,3.0,2.6,5.4,95.0,427.0,5.0,3.6,4.6
qwen2.5-7b-instruct,panini_press,B,94.0,270.0,7.0,5.6,2.1,73.0,278.0,8.0,5.0,3.1
qwen2.5-7b-instruct,panini_press,B,107.0,391.0,6.0,5.7,4.2,109.0,342.0,3.0,5.1,4.0
qwen2.5-7b-instruct,panini_press,B,81.0,398.0,8.0,2.4,2.3,71.0,347.0,3.0,3.4,5.2
qwen2.5-7b-instruct,panini_press,B,89.0,496.0,2.0,2.2,5.4,116.0,458.0,6.0,5.6,2.6
qwen2.5-7b-instruct,panini_press,A,91.0,334.0,5.0,4.0,3.1,120.0,460.0,3.0,5.5,4.0
qwen2.5-7b-instruct,panini_press,B,104.0,211.0,3.0,2.4,4.0,117.0,439.0,5.0,2.6,3.5
qwen2.5-7b-instruct,panini_press,B,70.0,486.0,4.0,4.5,4.5,71.0,429.0,5.0,4.8,3.4
qwen2.5-7b-instruct,panini_press,B,108.0,475.0,5.0,5.7,3.0,71.0,233.0,6.0,3.9,2.6
qwen2.5-7b-instruct,panini_press,B,97.0,456.0,2.0,5.5,4.8,70.0,282.0,3.0,5.9,3.0
qwen2.5-7b-instruct,panini_press,B,101.0,220.0,2.0,2.1,3.5,72.0,253.0,3.0,5.4,2.7
qwen2.5-7b-instruct,panini_press,B,77.0,385.0,7.0,3.0,4.8,106.0,208.0,2.0,3.2,5.5
qwen2.5-7b-instruct,panini_press,B,89.0,353.0,8.0,2.5,3.1,114.0,242.0,4.0,5.4,2.3
qwen2.5-7b-instruct,panini_press,B,88.0,239.0,5.0,4.3,5.9,70.0,493.0,2.0,4.4,5.9
qwen2.5-7b-instruct,rolling_pin,A,12.0,1.7,17.0,0.91,5.5,18.0,2.1,19.0,0.97,5.3
qwen2.5-7b-instruct,rolling_pin,B,11.0,2.1,31.0,0.27,3.9,13.0,2.3,22.0,0.55,3.3
qwen2.5-7b-instruct,rolling_pin,B,20.0,2.4,29.0,0.51,5.0,16.0,2.3,29.0,0.53,4.0
qwen2.5-7b-instruct,rolling_pin,A,12.0,2.1,25.0,0.45,4.8,17.0,2.5,15.0,0.77,5.0
qwen2.5-7b-instruct,rolling_pin,A,15.0,2.6,31.0,0.32,3.4,11.0,2.8,20.0,0.57,4.6
qwen2.5-7b-instruct,rolling_pin,B,16.0,2.7,19.0,0.91,3.5,12.0,1.7,29.0,0.24,4.9
qwen2.5-7b-instruct,rolling_pin,A,11.0,3.0,22.0,0.62,4.1,11.0,1.7,24.0,0.31,5.4
qwen2.5-7b-instruct,rolling_pin,B,12.0,2.8,14.0,0.93,5.9,17.0,2.6,24.0,0.29,4.5
qwen2.5-7b-instruct,rolling_pin,A,12.0,2.7,20.0,0.9,5.4,15.0,2.2,17.0,0.88,5.7
qwen2.5-7b-instruct,rolling_pin,B,15.0,2.6,18.0,0.49,4.4,17.0,1.8,29.0,0.77,5.9
qwen2.5-7b-instruct,rolling_pin,A,14.0,2.5,25.0,0.35,3.8,20.0,1.7,17.0,0.81,4.2
qwen2.5-7b-instruct,rolling_pin,A,11.0,2.9,23.0,0.8,3.7,12.0,1.7,12.0,0.89,3.1
qwen2.5-7b-instruct,rolling_pin,A,13.0,1.5,16.0,0.94,4.9,16.0,1.9,15.0,0.19,4.3
qwen2.5-7b-instruct,rolling_pin,B,19.0,1.9,13.0,0.11,5.4,12.0,2.9,30.0,0.13,4.6
qwen2.5-7b-instruct,rolling_pin,B,20.0,3.0,14.0,0.84,3.5,11.0,1.6,29.0,0.85,5.9
qwen2.5-7b-instruct,rolling_pin,B,14.0,2.6,13.0,0.64,5.5,18.0,2.2,20.0,0.38,3.1
qwen2.5-7b-instruct,rolling_pin,A,10.0,2.0,19.0,0.29,5.7,15.0,2.8,26.0,0.36,5.7
qwen2.5-7b-instruct,rolling_pin,A,20.0,1.8,23.0,0.83,4.8,13.0,2.1,31.0,0.29,4.5
qwen2.5-7b-instruct,rolling_pin,A,17.0,2.4,31.0,0.37,4.1,10.0,2.6,32.0,0.81,5.6
qwen2.5-7b-instruct,rolling_pin,A,14.0,2.3,21.0,0.17,3.7,19.0,2.4,24.0,0.2,4.8
qwen2.5-7b-instruct,rolling_pin,B,17.0,2.4,25.0,0.38,3.4,10.0,1.6,19.0,0.15,3.6
qwen2.5-7b-instruct,rolling_pin,A,17.0,2.4,17.0,0.86,3.1,14.0,1.7,15.0,0.95,5.3
qwen2.5-7b-instruct,rolling_pin,A,18.0,2.3,15.0,0.69,4.9,17.0,2.4,28.0,0.94,5.7
qwen2.5-7b-instruct,rolling_pin,A,17.0,2.0,25.0,0.5,5.6,15.0,2.6,14.0,0.95,3.9
qwen2.5-7b-instruct,rolling_pin,B,19.0,2.2,18.0,0.25,3.4,18.0,2.5,22.0,0.16,4.8
qwen2.5-7b-instruct,rolling_pin,A,15.0,2.9,18.0,0.12,3.1,19.0,2.6,16.0,0.21,4.5
qwen2.5-7b-instruct,rolling_pin,B,15.0,1.8,27.0,0.8,3.3,13.0,2.7,16.0,0.79,4.4
qwen2.5-7b-instruct,rolling_pin,B,17.0,2.4,14.0,0.52,3.4,15.0,2.7,31.0,0.86,4.6
qwen2.5-7b-instruct,rolling_pin,A,14.0,2.7,13.0,0.55,3.2,18.0,1.8,15.0,0.84,4.2
qwen2.5-7b-instruct,rolling_pin,A,15.0,3.0,22.0,0.18,4.3,12.0,3.0,20.0,0.8,4.2
qwen2.5-7b-instruct,rolling_pin,A,10.0,1.8,12.0,0.8,3.7,19.0,1.7,15.0,0.91,5.8
qwen2.5-7b-instruct,rolling_pin,A,16.0,2.2,31.0,0.31,5.9,17.0,2.2,24.0,0.11,3.4
qwen2.5-7b-instruct,rolling_pin,A,13.0,1.5,17.0,0.29,5.6,12.0,2.1,13.0,0.5,5.1
qwen2.5-7b-instruct,rolling_pin,A,19.0,2.5,12.0,0.42,4.4,17.0,2.3,13.0,0.54,5.1
qwen2.5-7b-instruct,rolling_pin,A,11.0,2.6,16.0,0.42,3.9,17.0,1.5,30.0,0.81,5.4
qwen2.5-7b-instruct,rolling_pin,A,11.0,1.6,26.0,0.14,5.2,16.0,2.9,22.0,0.56,3.2
qwen2.5-7b-instruct,rolling_pin,A,13.0,1.7,22.0,0.37,4.6,20.0,2.4,22.0,0.29,3.7
qwen2.5-7b-instruct,rolling_pin,A,14.0,2.9,21.0,0.46,4.9,12.0,2.9,24.0,0.43,4.4
qwen2.5-7b-instruct,rolling_pin,B,18.0,2.4,31.0,0.18,4.7,14.0,2.3,21.0,0.78,5.1
qwen2.5-7b-instruct,rolling_pin,B,20.0,2.9,26.0,0.14,3.6,14.0,1.8,18.0,0.98,3.0
qwen2.5-7b-instruct,rolling_pin,B,17.0,1.5,28.0,0.97,4.2,19.0,2.9,13.0,0.45,3.0
qwen2.5-7b-instruct,rolling_pin,A,18.0,2.8,32.0,0.54,3.8,14.0,2.6,31.0,0.75,4.1
qwen2.5-7b-instruct,rolling_pin,A,19.0,2.1,26.0,0.15,4.8,17.0,2.9,27.0,0.3,3.8
qwen2.5-7b-instruct,rolling_pin,A,18.0,1.9,16.0,0.17,3.5,15.0,2.7,32.0,1.0,5.0
qwen2.5-7b-instruct,rolling_pin,A,14.0,2.8,17.0,0.1,5.6,11.0,2.3,20.0,0.79,3.8
qwen2.5-7b-instruct,rolling_pin,A,12.0,2.9,21.0,0.6,3.3,15.0,1.9,20.0,0.62,3.3
qwen2.5-7b-instruct,rolling_pin,A,10.0,2.2,19.0,0.42,3.5,11.0,1.8,21.0,0.73,5.6
qwen2.5-7b-instruct,rolling_pin,A,19.0,2.5,19.0,0.39,4.4,18.0,1.9,18.0,0.45,3.6
qwen2.5-7b-instruct,rolling_pin,A,12.0,2.8,25.0,0.61,4.7,19.0,2.8,31.0,0.79,3.1
qwen2.5-7b-instruct,rolling_pin,B,12.0,2.7,29.0,0.76,4.9,18.0,2.2,28.0,0.61,4.1
qwen2.5-7b-instruct,rolling_pin,A,16.0,2.7,28.0,0.25,5.3,18.0,2.2,27.0,0.18,3.9
qwen2.5-7b-instruct,rolling_pin,A,16.0,2.8,20.0,0.41,3.7,13.0,2.0,27.0,0.26,3.6
qwen2.5-7b-instruct,rolling_pin,B,17.0,1.6,22.0,0.12,3.5,19.0,2.7,22.0,0.38,3.8
